0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 7.000000000000000000e+00
0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 4.000000000000000000e+00
0.000000000000000000e+00 3.000000000000000000e+00
0.000000000000000000e+00 6.000000000000000000e+00
0.000000000000000000e+00 1.300000000000000000e+01
0.000000000000000000e+00 8.000000000000000000e+00
0.000000000000000000e+00 3.000000000000000000e+01
0.000000000000000000e+00 2.400000000000000000e+01
0.000000000000000000e+00 2.300000000000000000e+01
0.000000000000000000e+00 2.200000000000000000e+01
0.000000000000000000e+00 3.900000000000000000e+01
0.000000000000000000e+00 4.200000000000000000e+01
0.000000000000000000e+00 4.600000000000000000e+01
0.000000000000000000e+00 6.000000000000000000e+01
0.000000000000000000e+00 3.500000000000000000e+01
1.000000000000000000e+00 3.400000000000000000e+01
0.000000000000000000e+00 4.200000000000000000e+01
0.000000000000000000e+00 7.000000000000000000e+01
0.000000000000000000e+00 3.900000000000000000e+01
1.000000000000000000e+00 4.700000000000000000e+01
1.000000000000000000e+00 7.600000000000000000e+01
0.000000000000000000e+00 6.900000000000000000e+01
1.000000000000000000e+00 8.100000000000000000e+01
3.000000000000000000e+00 1.210000000000000000e+02
4.000000000000000000e+00 1.050000000000000000e+02
5.000000000000000000e+00 9.100000000000000000e+01
3.000000000000000000e+00 8.600000000000000000e+01
5.000000000000000000e+00 1.580000000000000000e+02
9.000000000000000000e+00 1.190000000000000000e+02
6.000000000000000000e+00 1.990000000000000000e+02
1.000000000000000000e+01 1.660000000000000000e+02
1.000000000000000000e+01 1.690000000000000000e+02
1.100000000000000000e+01 1.900000000000000000e+02
8.000000000000000000e+00 1.850000000000000000e+02
2.000000000000000000e+01 2.500000000000000000e+02
2.000000000000000000e+01 2.180000000000000000e+02
1.200000000000000000e+01 2.620000000000000000e+02
2.200000000000000000e+01 2.750000000000000000e+02
3.000000000000000000e+01 4.490000000000000000e+02
3.500000000000000000e+01 3.200000000000000000e+02
2.600000000000000000e+01 3.440000000000000000e+02
3.000000000000000000e+01 4.480000000000000000e+02
3.900000000000000000e+01 4.200000000000000000e+02
3.700000000000000000e+01 5.460000000000000000e+02
4.000000000000000000e+01 4.980000000000000000e+02
3.600000000000000000e+01 5.820000000000000000e+02
4.400000000000000000e+01 6.100000000000000000e+02
5.300000000000000000e+01 5.610000000000000000e+02
6.100000000000000000e+01 8.960000000000000000e+02
7.100000000000000000e+01 5.920000000000000000e+02
6.400000000000000000e+01 5.850000000000000000e+02
6.300000000000000000e+01 6.250000000000000000e+02
8.900000000000000000e+01 7.140000000000000000e+02
1.000000000000000000e+02 7.330000000000000000e+02
1.190000000000000000e+02 6.590000000000000000e+02
9.100000000000000000e+01 8.220000000000000000e+02
9.000000000000000000e+01 7.610000000000000000e+02
1.170000000000000000e+02 6.260000000000000000e+02
1.320000000000000000e+02 8.850000000000000000e+02
1.390000000000000000e+02 1.290000000000000000e+03
1.060000000000000000e+02 7.880000000000000000e+02
1.180000000000000000e+02 8.300000000000000000e+02
1.400000000000000000e+02 1.070000000000000000e+03
1.360000000000000000e+02 1.035000000000000000e+03
1.270000000000000000e+02 9.390000000000000000e+02
