1.250000000000000000e+02 1.029000000000000000e+03
1.320000000000000000e+02 1.172000000000000000e+03
1.210000000000000000e+02 1.006000000000000000e+03
1.340000000000000000e+02 1.429000000000000000e+03
1.370000000000000000e+02 1.240000000000000000e+03
1.330000000000000000e+02 1.065000000000000000e+03
1.650000000000000000e+02 1.034000000000000000e+03
1.640000000000000000e+02 9.600000000000000000e+02
1.750000000000000000e+02 1.535000000000000000e+03
1.610000000000000000e+02 1.117000000000000000e+03
1.970000000000000000e+02 1.073000000000000000e+03
1.760000000000000000e+02 1.574000000000000000e+03
1.720000000000000000e+02 1.131000000000000000e+03
1.500000000000000000e+02 1.758000000000000000e+03
1.920000000000000000e+02 9.910000000000000000e+02
1.700000000000000000e+02 1.304000000000000000e+03
1.560000000000000000e+02 1.085000000000000000e+03
1.790000000000000000e+02 1.044000000000000000e+03
1.690000000000000000e+02 1.702000000000000000e+03
1.730000000000000000e+02 1.238000000000000000e+03
1.550000000000000000e+02 1.158000000000000000e+03
1.540000000000000000e+02 1.292000000000000000e+03
1.480000000000000000e+02 1.239000000000000000e+03
1.510000000000000000e+02 1.172000000000000000e+03
1.830000000000000000e+02 1.107000000000000000e+03
1.830000000000000000e+02 2.107000000000000000e+03
1.410000000000000000e+02 1.226000000000000000e+03
1.930000000000000000e+02 1.149000000000000000e+03
1.630000000000000000e+02 1.263000000000000000e+03
1.570000000000000000e+02 1.417000000000000000e+03
1.750000000000000000e+02 1.240000000000000000e+03
1.610000000000000000e+02 9.960000000000000000e+02
1.780000000000000000e+02 1.319000000000000000e+03
1.660000000000000000e+02 1.036000000000000000e+03
1.680000000000000000e+02 1.568000000000000000e+03
1.740000000000000000e+02 1.025000000000000000e+03
1.780000000000000000e+02 1.131000000000000000e+03
1.770000000000000000e+02 9.350000000000000000e+02
1.590000000000000000e+02 8.440000000000000000e+02
1.440000000000000000e+02 1.460000000000000000e+03
1.820000000000000000e+02 1.027000000000000000e+03
1.590000000000000000e+02 8.700000000000000000e+02
1.420000000000000000e+02 1.149000000000000000e+03
1.420000000000000000e+02 1.046000000000000000e+03
1.080000000000000000e+02 1.429000000000000000e+03
1.370000000000000000e+02 7.540000000000000000e+02
1.210000000000000000e+02 9.780000000000000000e+02
1.080000000000000000e+02 9.100000000000000000e+02
1.010000000000000000e+02 8.590000000000000000e+02
9.800000000000000000e+01 1.074000000000000000e+03
1.090000000000000000e+02 1.115000000000000000e+03
1.280000000000000000e+02 6.960000000000000000e+02
1.090000000000000000e+02 9.780000000000000000e+02
1.110000000000000000e+02 9.460000000000000000e+02
